Week,Month,Day,Habit,Completed,Time_Spent_Minutes,Quality_Rating,Notes
8,Month 2,Monday,Progress Logging (15 min),False,0,0,
8,Month 2,Tuesday,Progress Logging (15 min),False,0,0,
8,Month 2,Wednesday,Progress Logging (15 min),False,0,0,
8,Month 2,Thursday,Progress Logging (15 min),False,0,0,
8,Month 2,Friday,Progress Logging (15 min),False,0,0,
8,Month 2,Saturday,Progress Logging (15 min),False,0,0,
8,Month 2,Sunday,Progress Logging (15 min),False,0,0,
8,Month 2,Monday,Technical Concepts Review,False,0,0,
8,Month 2,Tuesday,Technical Concepts Review,False,0,0,
8,Month 2,Wednesday,Technical Concepts Review,False,0,0,
8,Month 2,Thursday,Technical Concepts Review,False,0,0,
8,Month 2,Friday,Technical Concepts Review,False,0,0,
8,Month 2,Saturday,Technical Concepts Review,False,0,0,
8,Month 2,Sunday,Technical Concepts Review,False,0,0,
8,Month 2,Monday,Formula Practice,False,0,0,
8,Month 2,Tuesday,Formula Practice,False,0,0,
8,Month 2,Wednesday,Formula Practice,False,0,0,
8,Month 2,Thursday,Formula Practice,False,0,0,
8,Month 2,Friday,Formula Practice,False,0,0,
8,Month 2,Saturday,Formula Practice,False,0,0,
8,Month 2,Sunday,Formula Practice,False,0,0,
8,Month 2,Monday,Professional Reading,False,0,0,
8,Month 2,Tuesday,Professional Reading,False,0,0,
8,Month 2,Wednesday,Professional Reading,False,0,0,
8,Month 2,Thursday,Professional Reading,False,0,0,
8,Month 2,Friday,Professional Reading,False,0,0,
8,Month 2,Saturday,Professional Reading,False,0,0,
8,Month 2,Sunday,Professional Reading,False,0,0,
9,Month 3,Monday,Morning Market News (30 min),False,0,0,
9,Month 3,Tuesday,Morning Market News (30 min),False,0,0,
9,Month 3,Wednesday,Morning Market News (30 min),False,0,0,
9,Month 3,Thursday,Morning Market News (30 min),False,0,0,
9,Month 3,Friday,Morning Market News (30 min),False,0,0,
9,Month 3,Saturday,Morning Market News (30 min),False,0,0,
9,Month 3,Sunday,Morning Market News (30 min),False,0,0,
9,Month 3,Monday,WQU Project Work (1 hour),False,0,0,
9,Month 3,Tuesday,WQU Project Work (1 hour),False,0,0,
9,Month 3,Wednesday,WQU Project Work (1 hour),False,0,0,
9,Month 3,Thursday,WQU Project Work (1 hour),False,0,0,
9,Month 3,Friday,WQU Project Work (1 hour),False,0,0,
9,Month 3,Saturday,WQU Project Work (1 hour),False,0,0,
9,Month 3,Sunday,WQU Project Work (1 hour),False,0,0,
9,Month 3,Monday,MScFE Study (45 min),False,0,0,
9,Month 3,Tuesday,MScFE Study (45 min),False,0,0,
9,Month 3,Wednesday,MScFE Study (45 min),False,0,0,
9,Month 3,Thursday,MScFE Study (45 min),False,0,0,
9,Month 3,Friday,MScFE Study (45 min),False,0,0,
9,Month 3,Saturday,MScFE Study (45 min),False,0,0,
9,Month 3,Sunday,MScFE Study (45 min),False,0,0,
9,Month 3,Monday,Additional Reading (30 min),False,0,0,
9,Month 3,Tuesday,Additional Reading (30 min),False,0,0,
9,Month 3,Wednesday,Additional Reading (30 min),False,0,0,
9,Month 3,Thursday,Additional Reading (30 min),False,0,0,
9,Month 3,Friday,Additional Reading (30 min),False,0,0,
9,Month 3,Saturday,Additional Reading (30 min),False,0,0,
9,Month 3,Sunday,Additional Reading (30 min),False,0,0,
9,Month 3,Monday,Coding Practice (varies),False,0,0,
9,Month 3,Tuesday,Coding Practice (varies),False,0,0,
9,Month 3,Wednesday,Coding Practice (varies),False,0,0,
9,Month 3,Thursday,Coding Practice (varies),False,0,0,
9,Month 3,Friday,Coding Practice (varies),False,0,0,
9,Month 3,Saturday,Coding Practice (varies),False,0,0,
9,Month 3,Sunday,Coding Practice (varies),False,0,0,
9,Month 3,Monday,Progress Logging (15 min),False,0,0,
9,Month 3,Tuesday,Progress Logging (15 min),False,0,0,
9,Month 3,Wednesday,Progress Logging (15 min),False,0,0,
9,Month 3,Thursday,Progress Logging (15 min),False,0,0,
9,Month 3,Friday,Progress Logging (15 min),False,0,0,
9,Month 3,Saturday,Progress Logging (15 min),False,0,0,
9,Month 3,Sunday,Progress Logging (15 min),False,0,0,
9,Month 3,Monday,Technical Concepts Review,False,0,0,
9,Month 3,Tuesday,Technical Concepts Review,False,0,0,
9,Month 3,Wednesday,Technical Concepts Review,False,0,0,
9,Month 3,Thursday,Technical Concepts Review,False,0,0,
9,Month 3,Friday,Technical Concepts Review,False,0,0,
9,Month 3,Saturday,Technical Concepts Review,False,0,0,
9,Month 3,Sunday,Technical Concepts Review,False,0,0,
9,Month 3,Monday,Formula Practice,False,0,0,
9,Month 3,Tuesday,Formula Practice,False,0,0,
9,Month 3,Wednesday,Formula Practice,False,0,0,
9,Month 3,Thursday,Formula Practice,False,0,0,
9,Month 3,Friday,Formula Practice,False,0,0,
9,Month 3,Saturday,Formula Practice,False,0,0,
9,Month 3,Sunday,Formula Practice,False,0,0,
9,Month 3,Monday,Professional Reading,False,0,0,
9,Month 3,Tuesday,Professional Reading,False,0,0,
9,Month 3,Wednesday,Professional Reading,False,0,0,
9,Month 3,Thursday,Professional Reading,False,0,0,
9,Month 3,Friday,Professional Reading,False,0,0,
9,Month 3,Saturday,Professional Reading,False,0,0,
9,Month 3,Sunday,Professional Reading,False,0,0,
10,Month 3,Monday,Morning Market News (30 min),False,0,0,
10,Month 3,Tuesday,Morning Market News (30 min),False,0,0,
10,Month 3,Wednesday,Morning Market News (30 min),False,0,0,
10,Month 3,Thursday,Morning Market News (30 min),False,0,0,
10,Month 3,Friday,Morning Market News (30 min),False,0,0,
10,Month 3,Saturday,Morning Market News (30 min),False,0,0,
10,Month 3,Sunday,Morning Market News (30 min),False,0,0,
10,Month 3,Monday,WQU Project Work (1 hour),False,0,0,
10,Month 3,Tuesday,WQU Project Work (1 hour),False,0,0,
10,Month 3,Wednesday,WQU Project Work (1 hour),False,0,0,
10,Month 3,Thursday,WQU Project Work (1 hour),False,0,0,
10,Month 3,Friday,WQU Project Work (1 hour),False,0,0,
10,Month 3,Saturday,WQU Project Work (1 hour),False,0,0,
10,Month 3,Sunday,WQU Project Work (1 hour),False,0,0,
10,Month 3,Monday,MScFE Study (45 min),False,0,0,
10,Month 3,Tuesday,MScFE Study (45 min),False,0,0,
10,Month 3,Wednesday,MScFE Study (45 min),False,0,0,
10,Month 3,Thursday,MScFE Study (45 min),False,0,0,
10,Month 3,Friday,MScFE Study (45 min),False,0,0,
10,Month 3,Saturday,MScFE Study (45 min),False,0,0,
10,Month 3,Sunday,MScFE Study (45 min),False,0,0,
10,Month 3,Monday,Additional Reading (30 min),False,0,0,
10,Month 3,Tuesday,Additional Reading (30 min),False,0,0,
10,Month 3,Wednesday,Additional Reading (30 min),False,0,0,
10,Month 3,Thursday,Additional Reading (30 min),False,0,0,
10,Month 3,Friday,Additional Reading (30 min),False,0,0,
10,Month 3,Saturday,Additional Reading (30 min),False,0,0,
10,Month 3,Sunday,Additional Reading (30 min),False,0,0,
10,Month 3,Monday,Coding Practice (varies),False,0,0,
10,Month 3,Tuesday,Coding Practice (varies),False,0,0,
10,Month 3,Wednesday,Coding Practice (varies),False,0,0,
10,Month 3,Thursday,Coding Practice (varies),False,0,0,
10,Month 3,Friday,Coding Practice (varies),False,0,0,
10,Month 3,Saturday,Coding Practice (varies),False,0,0,
10,Month 3,Sunday,Coding Practice (varies),False,0,0,
10,Month 3,Monday,Progress Logging (15 min),False,0,0,
10,Month 3,Tuesday,Progress Logging (15 min),False,0,0,
10,Month 3,Wednesday,Progress Logging (15 min),False,0,0,
10,Month 3,Thursday,Progress Logging (15 min),False,0,0,
10,Month 3,Friday,Progress Logging (15 min),False,0,0,
10,Month 3,Saturday,Progress Logging (15 min),False,0,0,
10,Month 3,Sunday,Progress Logging (15 min),False,0,0,
10,Month 3,Monday,Technical Concepts Review,False,0,0,
10,Month 3,Tuesday,Technical Concepts Review,False,0,0,
10,Month 3,Wednesday,Technical Concepts Review,False,0,0,
10,Month 3,Thursday,Technical Concepts Review,False,0,0,
10,Month 3,Friday,Technical Concepts Review,False,0,0,
10,Month 3,Saturday,Technical Concepts Review,False,0,0,
10,Month 3,Sunday,Technical Concepts Review,False,0,0,
10,Month 3,Monday,Formula Practice,False,0,0,
10,Month 3,Tuesday,Formula Practice,False,0,0,
10,Month 3,Wednesday,Formula Practice,False,0,0,
10,Month 3,Thursday,Formula Practice,False,0,0,
10,Month 3,Friday,Formula Practice,False,0,0,
10,Month 3,Saturday,Formula Practice,False,0,0,
10,Month 3,Sunday,Formula Practice,False,0,0,
10,Month 3,Monday,Professional Reading,False,0,0,
10,Month 3,Tuesday,Professional Reading,False,0,0,
10,Month 3,Wednesday,Professional Reading,False,0,0,
10,Month 3,Thursday,Professional Reading,False,0,0,
10,Month 3,Friday,Professional Reading,False,0,0,
10,Month 3,Saturday,Professional Reading,False,0,0,
10,Month 3,Sunday,Professional Reading,False,0,0,
11,Month 3,Monday,Morning Market News (30 min),False,0,0,
11,Month 3,Tuesday,Morning Market News (30 min),False,0,0,
11,Month 3,Wednesday,Morning Market News (30 min),False,0,0,
11,Month 3,Thursday,Morning Market News (30 min),False,0,0,
11,Month 3,Friday,Morning Market News (30 min),False,0,0,
11,Month 3,Saturday,Morning Market News (30 min),False,0,0,
11,Month 3,Sunday,Morning Market News (30 min),False,0,0,
11,Month 3,Monday,WQU Project Work (1 hour),False,0,0,
11,Month 3,Tuesday,WQU Project Work (1 hour),False,0,0,
11,Month 3,Wednesday,WQU Project Work (1 hour),False,0,0,
11,Month 3,Thursday,WQU Project Work (1 hour),False,0,0,
11,Month 3,Friday,WQU Project Work (1 hour),False,0,0,
11,Month 3,Saturday,WQU Project Work (1 hour),False,0,0,
11,Month 3,Sunday,WQU Project Work (1 hour),False,0,0,
11,Month 3,Monday,MScFE Study (45 min),False,0,0,
11,Month 3,Tuesday,MScFE Study (45 min),False,0,0,
11,Month 3,Wednesday,MScFE Study (45 min),False,0,0,
11,Month 3,Thursday,MScFE Study (45 min),False,0,0,
11,Month 3,Friday,MScFE Study (45 min),False,0,0,
11,Month 3,Saturday,MScFE Study (45 min),False,0,0,
11,Month 3,Sunday,MScFE Study (45 min),False,0,0,
11,Month 3,Monday,Additional Reading (30 min),False,0,0,
11,Month 3,Tuesday,Additional Reading (30 min),False,0,0,
11,Month 3,Wednesday,Additional Reading (30 min),False,0,0,
11,Month 3,Thursday,Additional Reading (30 min),False,0,0,
11,Month 3,Friday,Additional Reading (30 min),False,0,0,
11,Month 3,Saturday,Additional Reading (30 min),False,0,0,
11,Month 3,Sunday,Additional Reading (30 min),False,0,0,
11,Month 3,Monday,Coding Practice (varies),False,0,0,
11,Month 3,Tuesday,Coding Practice (varies),False,0,0,
11,Month 3,Wednesday,Coding Practice (varies),False,0,0,
11,Month 3,Thursday,Coding Practice (varies),False,0,0,
11,Month 3,Friday,Coding Practice (varies),False,0,0,
11,Month 3,Saturday,Coding Practice (varies),False,0,0,
11,Month 3,Sunday,Coding Practice (varies),False,0,0,
11,Month 3,Monday,Progress Logging (15 min),False,0,0,
11,Month 3,Tuesday,Progress Logging (15 min),False,0,0,
11,Month 3,Wednesday,Progress Logging (15 min),False,0,0,
11,Month 3,Thursday,Progress Logging (15 min),False,0,0,
11,Month 3,Friday,Progress Logging (15 min),False,0,0,
11,Month 3,Saturday,Progress Logging (15 min),False,0,0,
11,Month 3,Sunday,Progress Logging (15 min),False,0,0,
11,Month 3,Monday,Technical Concepts Review,False,0,0,
11,Month 3,Tuesday,Technical Concepts Review,False,0,0,
11,Month 3,Wednesday,Technical Concepts Review,False,0,0,
11,Month 3,Thursday,Technical Concepts Review,False,0,0,
11,Month 3,Friday,Technical Concepts Review,False,0,0,
11,Month 3,Saturday,Technical Concepts Review,False,0,0,
11,Month 3,Sunday,Technical Concepts Review,False,0,0,
11,Month 3,Monday,Formula Practice,False,0,0,
11,Month 3,Tuesday,Formula Practice,False,0,0,
11,Month 3,Wednesday,Formula Practice,False,0,0,
11,Month 3,Thursday,Formula Practice,False,0,0,
11,Month 3,Friday,Formula Practice,False,0,0,
11,Month 3,Saturday,Formula Practice,False,0,0,
11,Month 3,Sunday,Formula Practice,False,0,0,
11,Month 3,Monday,Professional Reading,False,0,0,
11,Month 3,Tuesday,Professional Reading,False,0,0,
11,Month 3,Wednesday,Professional Reading,False,0,0,
11,Month 3,Thursday,Professional Reading,False,0,0,
11,Month 3,Friday,Professional Reading,False,0,0,
11,Month 3,Saturday,Professional Reading,False,0,0,
11,Month 3,Sunday,Professional Reading,False,0,0,
12,Month 3,Monday,Morning Market News (30 min),False,0,0,
12,Month 3,Tuesday,Morning Market News (30 min),False,0,0,
12,Month 3,Wednesday,Morning Market News (30 min),False,0,0,
12,Month 3,Thursday,Morning Market News (30 min),False,0,0,
12,Month 3,Friday,Morning Market News (30 min),False,0,0,
12,Month 3,Saturday,Morning Market News (30 min),False,0,0,
12,Month 3,Sunday,Morning Market News (30 min),False,0,0,
12,Month 3,Monday,WQU Project Work (1 hour),False,0,0,
12,Month 3,Tuesday,WQU Project Work (1 hour),False,0,0,
12,Month 3,Wednesday,WQU Project Work (1 hour),False,0,0,
12,Month 3,Thursday,WQU Project Work (1 hour),False,0,0,
12,Month 3,Friday,WQU Project Work (1 hour),False,0,0,
12,Month 3,Saturday,WQU Project Work (1 hour),False,0,0,
12,Month 3,Sunday,WQU Project Work (1 hour),False,0,0,
12,Month 3,Monday,MScFE Study (45 min),False,0,0,
12,Month 3,Tuesday,MScFE Study (45 min),False,0,0,
12,Month 3,Wednesday,MScFE Study (45 min),False,0,0,
12,Month 3,Thursday,MScFE Study (45 min),False,0,0,
12,Month 3,Friday,MScFE Study (45 min),False,0,0,
12,Month 3,Saturday,MScFE Study (45 min),False,0,0,
12,Month 3,Sunday,MScFE Study (45 min),False,0,0,
12,Month 3,Monday,Additional Reading (30 min),False,0,0,
12,Month 3,Tuesday,Additional Reading (30 min),False,0,0,
12,Month 3,Wednesday,Additional Reading (30 min),False,0,0,
12,Month 3,Thursday,Additional Reading (30 min),False,0,0,
12,Month 3,Friday,Additional Reading (30 min),False,0,0,
12,Month 3,Saturday,Additional Reading (30 min),False,0,0,
12,Month 3,Sunday,Additional Reading (30 min),False,0,0,
12,Month 3,Monday,Coding Practice (varies),False,0,0,
12,Month 3,Tuesday,Coding Practice (varies),False,0,0,
12,Month 3,Wednesday,Coding Practice (varies),False,0,0,
12,Month 3,Thursday,Coding Practice (varies),False,0,0,
12,Month 3,Friday,Coding Practice (varies),False,0,0,
12,Month 3,Saturday,Coding Practice (varies),False,0,0,
12,Month 3,Sunday,Coding Practice (varies),False,0,0,
12,Month 3,Monday,Progress Logging (15 min),False,0,0,
12,Month 3,Tuesday,Progress Logging (15 min),False,0,0,
12,Month 3,Wednesday,Progress Logging (15 min),False,0,0,
12,Month 3,Thursday,Progress Logging (15 min),False,0,0,
12,Month 3,Friday,Progress Logging (15 min),False,0,0,
12,Month 3,Saturday,Progress Logging (15 min),False,0,0,
12,Month 3,Sunday,Progress Logging (15 min),False,0,0,
12,Month 3,Monday,Technical Concepts Review,False,0,0,
12,Month 3,Tuesday,Technical Concepts Review,False,0,0,
12,Month 3,Wednesday,Technical Concepts Review,False,0,0,
12,Month 3,Thursday,Technical Concepts Review,False,0,0,
12,Month 3,Friday,Technical Concepts Review,False,0,0,
12,Month 3,Saturday,Technical Concepts Review,False,0,0,
12,Month 3,Sunday,Technical Concepts Review,False,0,0,
12,Month 3,Monday,Formula Practice,False,0,0,
12,Month 3,Tuesday,Formula Practice,False,0,0,
12,Month 3,Wednesday,Formula Practice,False,0,0,
12,Month 3,Thursday,Formula Practice,False,0,0,
12,Month 3,Friday,Formula Practice,False,0,0,
12,Month 3,Saturday,Formula Practice,False,0,0,
12,Month 3,Sunday,Formula Practice,False,0,0,
12,Month 3,Monday,Professional Reading,False,0,0,
12,Month 3,Tuesday,Professional Reading,False,0,0,
12,Month 3,Wednesday,Professional Reading,False,0,0,
12,Month 3,Thursday,Professional Reading,False,0,0,
12,Month 3,Friday,Professional Reading,False,0,0,
12,Month 3,Saturday,Professional Reading,False,0,0,
12,Month 3,Sunday,Professional Reading,False,0,0,
13,Month 4,Monday,Morning Market News (30 min),False,0,0,
13,Month 4,Tuesday,Morning Market News (30 min),False,0,0,
13,Month 4,Wednesday,Morning Market News (30 min),False,0,0,
13,Month 4,Thursday,Morning Market News (30 min),False,0,0,
13,Month 4,Friday,Morning Market News (30 min),False,0,0,
13,Month 4,Saturday,Morning Market News (30 min),False,0,0,
13,Month 4,Sunday,Morning Market News (30 min),False,0,0,
13,Month 4,Monday,WQU Project Work (1 hour),False,0,0,
13,Month 4,Tuesday,WQU Project Work (1 hour),False,0,0,
13,Month 4,Wednesday,WQU Project Work (1 hour),False,0,0,
13,Month 4,Thursday,WQU Project Work (1 hour),False,0,0,
13,Month 4,Friday,WQU Project Work (1 hour),False,0,0,
13,Month 4,Saturday,WQU Project Work (1 hour),False,0,0,
13,Month 4,Sunday,WQU Project Work (1 hour),False,0,0,
13,Month 4,Monday,MScFE Study (45 min),False,0,0,
13,Month 4,Tuesday,MScFE Study (45 min),False,0,0,
13,Month 4,Wednesday,MScFE Study (45 min),False,0,0,
13,Month 4,Thursday,MScFE Study (45 min),False,0,0,
13,Month 4,Friday,MScFE Study (45 min),False,0,0,
13,Month 4,Saturday,MScFE Study (45 min),False,0,0,
13,Month 4,Sunday,MScFE Study (45 min),False,0,0,
13,Month 4,Monday,Additional Reading (30 min),False,0,0,
13,Month 4,Tuesday,Additional Reading (30 min),False,0,0,
13,Month 4,Wednesday,Additional Reading (30 min),False,0,0,
13,Month 4,Thursday,Additional Reading (30 min),False,0,0,
13,Month 4,Friday,Additional Reading (30 min),False,0,0,
13,Month 4,Saturday,Additional Reading (30 min),False,0,0,
13,Month 4,Sunday,Additional Reading (30 min),False,0,0,
13,Month 4,Monday,Coding Practice (varies),False,0,0,
13,Month 4,Tuesday,Coding Practice (varies),False,0,0,
13,Month 4,Wednesday,Coding Practice (varies),False,0,0,
13,Month 4,Thursday,Coding Practice (varies),False,0,0,
13,Month 4,Friday,Coding Practice (varies),False,0,0,
13,Month 4,Saturday,Coding Practice (varies),False,0,0,
13,Month 4,Sunday,Coding Practice (varies),False,0,0,
13,Month 4,Monday,Progress Logging (15 min),False,0,0,
13,Month 4,Tuesday,Progress Logging (15 min),False,0,0,
13,Month 4,Wednesday,Progress Logging (15 min),False,0,0,
13,Month 4,Thursday,Progress Logging (15 min),False,0,0,
13,Month 4,Friday,Progress Logging (15 min),False,0,0,
13,Month 4,Saturday,Progress Logging (15 min),False,0,0,
13,Month 4,Sunday,Progress Logging (15 min),False,0,0,
13,Month 4,Monday,Technical Concepts Review,False,0,0,
13,Month 4,Tuesday,Technical Concepts Review,False,0,0,
13,Month 4,Wednesday,Technical Concepts Review,False,0,0,
13,Month 4,Thursday,Technical Concepts Review,False,0,0,
13,Month 4,Friday,Technical Concepts Review,False,0,0,
13,Month 4,Saturday,Technical Concepts Review,False,0,0,
13,Month 4,Sunday,Technical Concepts Review,False,0,0,
13,Month 4,Monday,Formula Practice,False,0,0,
13,Month 4,Tuesday,Formula Practice,False,0,0,
13,Month 4,Wednesday,Formula Practice,False,0,0,
13,Month 4,Thursday,Formula Practice,False,0,0,
13,Month 4,Friday,Formula Practice,False,0,0,
13,Month 4,Saturday,Formula Practice,False,0,0,
13,Month 4,Sunday,Formula Practice,False,0,0,
13,Month 4,Monday,Professional Reading,False,0,0,
13,Month 4,Tuesday,Professional Reading,False,0,0,
13,Month 4,Wednesday,Professional Reading,False,0,0,
13,Month 4,Thursday,Professional Reading,False,0,0,
13,Month 4,Friday,Professional Reading,False,0,0,
13,Month 4,Saturday,Professional Reading,False,0,0,
13,Month 4,Sunday,Professional Reading,False,0,0,
14,Month 4,Monday,Morning Market News (30 min),False,0,0,
14,Month 4,Tuesday,Morning Market News (30 min),False,0,0,
14,Month 4,Wednesday,Morning Market News (30 min),False,0,0,
14,Month 4,Thursday,Morning Market News (30 min),False,0,0,
14,Month 4,Friday,Morning Market News (30 min),False,0,0,
14,Month 4,Saturday,Morning Market News (30 min),False,0,0,
14,Month 4,Sunday,Morning Market News (30 min),False,0,0,
14,Month 4,Monday,WQU Project Work (1 hour),False,0,0,
14,Month 4,Tuesday,WQU Project Work (1 hour),False,0,0,
14,Month 4,Wednesday,WQU Project Work (1 hour),False,0,0,
14,Month 4,Thursday,WQU Project Work (1 hour),False,0,0,
14,Month 4,Friday,WQU Project Work (1 hour),False,0,0,
14,Month 4,Saturday,WQU Project Work (1 hour),False,0,0,
14,Month 4,Sunday,WQU Project Work (1 hour),False,0,0,
14,Month 4,Monday,MScFE Study (45 min),False,0,0,
14,Month 4,Tuesday,MScFE Study (45 min),False,0,0,
14,Month 4,Wednesday,MScFE Study (45 min),False,0,0,
14,Month 4,Thursday,MScFE Study (45 min),False,0,0,
14,Month 4,Friday,MScFE Study (45 min),False,0,0,
14,Month 4,Saturday,MScFE Study (45 min),False,0,0,
14,Month 4,Sunday,MScFE Study (45 min),False,0,0,
14,Month 4,Monday,Additional Reading (30 min),False,0,0,
14,Month 4,Tuesday,Additional Reading (30 min),False,0,0,
14,Month 4,Wednesday,Additional Reading (30 min),False,0,0,
14,Month 4,Thursday,Additional Reading (30 min),False,0,0,
14,Month 4,Friday,Additional Reading (30 min),False,0,0,
14,Month 4,Saturday,Additional Reading (30 min),False,0,0,
14,Month 4,Sunday,Additional Reading (30 min),False,0,0,
14,Month 4,Monday,Coding Practice (varies),False,0,0,
14,Month 4,Tuesday,Coding Practice (varies),False,0,0,
14,Month 4,Wednesday,Coding Practice (varies),False,0,0,
14,Month 4,Thursday,Coding Practice (varies),False,0,0,
14,Month 4,Friday,Coding Practice (varies),False,0,0,
14,Month 4,Saturday,Coding Practice (varies),False,0,0,
14,Month 4,Sunday,Coding Practice (varies),False,0,0,
14,Month 4,Monday,Progress Logging (15 min),False,0,0,
14,Month 4,Tuesday,Progress Logging (15 min),False,0,0,
14,Month 4,Wednesday,Progress Logging (15 min),False,0,0,
14,Month 4,Thursday,Progress Logging (15 min),False,0,0,
14,Month 4,Friday,Progress Logging (15 min),False,0,0,
14,Month 4,Saturday,Progress Logging (15 min),False,0,0,
14,Month 4,Sunday,Progress Logging (15 min),False,0,0,
14,Month 4,Monday,Technical Concepts Review,False,0,0,
14,Month 4,Tuesday,Technical Concepts Review,False,0,0,
14,Month 4,Wednesday,Technical Concepts Review,False,0,0,
14,Month 4,Thursday,Technical Concepts Review,False,0,0,
14,Month 4,Friday,Technical Concepts Review,False,0,0,
14,Month 4,Saturday,Technical Concepts Review,False,0,0,
14,Month 4,Sunday,Technical Concepts Review,False,0,0,
14,Month 4,Monday,Formula Practice,False,0,0,
14,Month 4,Tuesday,Formula Practice,False,0,0,
14,Month 4,Wednesday,Formula Practice,False,0,0,
14,Month 4,Thursday,Formula Practice,False,0,0,
14,Month 4,Friday,Formula Practice,False,0,0,
14,Month 4,Saturday,Formula Practice,False,0,0,
14,Month 4,Sunday,Formula Practice,False,0,0,
14,Month 4,Monday,Professional Reading,False,0,0,
14,Month 4,Tuesday,Professional Reading,False,0,0,
14,Month 4,Wednesday,Professional Reading,False,0,0,
14,Month 4,Thursday,Professional Reading,False,0,0,
14,Month 4,Friday,Professional Reading,False,0,0,
14,Month 4,Saturday,Professional Reading,False,0,0,
14,Month 4,Sunday,Professional Reading,False,0,0,
15,Month 4,Monday,Morning Market News (30 min),False,0,0,
15,Month 4,Tuesday,Morning Market News (30 min),False,0,0,
15,Month 4,Wednesday,Morning Market News (30 min),False,0,0,
15,Month 4,Thursday,Morning Market News (30 min),False,0,0,
15,Month 4,Friday,Morning Market News (30 min),False,0,0,
15,Month 4,Saturday,Morning Market News (30 min),False,0,0,
15,Month 4,Sunday,Morning Market News (30 min),False,0,0,
15,Month 4,Monday,WQU Project Work (1 hour),False,0,0,
15,Month 4,Tuesday,WQU Project Work (1 hour),False,0,0,
15,Month 4,Wednesday,WQU Project Work (1 hour),False,0,0,
15,Month 4,Thursday,WQU Project Work (1 hour),False,0,0,
15,Month 4,Friday,WQU Project Work (1 hour),False,0,0,
15,Month 4,Saturday,WQU Project Work (1 hour),False,0,0,
15,Month 4,Sunday,WQU Project Work (1 hour),False,0,0,
15,Month 4,Monday,MScFE Study (45 min),False,0,0,
15,Month 4,Tuesday,MScFE Study (45 min),False,0,0,
15,Month 4,Wednesday,MScFE Study (45 min),False,0,0,
15,Month 4,Thursday,MScFE Study (45 min),False,0,0,
15,Month 4,Friday,MScFE Study (45 min),False,0,0,
15,Month 4,Saturday,MScFE Study (45 min),False,0,0,
15,Month 4,Sunday,MScFE Study (45 min),False,0,0,
15,Month 4,Monday,Additional Reading (30 min),False,0,0,
15,Month 4,Tuesday,Additional Reading (30 min),False,0,0,
15,Month 4,Wednesday,Additional Reading (30 min),False,0,0,
15,Month 4,Thursday,Additional Reading (30 min),False,0,0,
15,Month 4,Friday,Additional Reading (30 min),False,0,0,
15,Month 4,Saturday,Additional Reading (30 min),False,0,0,
15,Month 4,Sunday,Additional Reading (30 min),False,0,0,
15,Month 4,Monday,Coding Practice (varies),False,0,0,
15,Month 4,Tuesday,Coding Practice (varies),False,0,0,
15,Month 4,Wednesday,Coding Practice (varies),False,0,0,
15,Month 4,Thursday,Coding Practice (varies),False,0,0,
15,Month 4,Friday,Coding Practice (varies),False,0,0,
15,Month 4,Saturday,Coding Practice (varies),False,0,0,
15,Month 4,Sunday,Coding Practice (varies),False,0,0,
15,Month 4,Monday,Progress Logging (15 min),False,0,0,
15,Month 4,Tuesday,Progress Logging (15 min),False,0,0,
15,Month 4,Wednesday,Progress Logging (15 min),False,0,0,
15,Month 4,Thursday,Progress Logging (15 min),False,0,0,
15,Month 4,Friday,Progress Logging (15 min),False,0,0,
15,Month 4,Saturday,Progress Logging (15 min),False,0,0,
15,Month 4,Sunday,Progress Logging (15 min),False,0,0,
15,Month 4,Monday,Technical Concepts Review,False,0,0,
15,Month 4,Tuesday,Technical Concepts Review,False,0,0,
15,Month 4,Wednesday,Technical Concepts Review,False,0,0,
15,Month 4,Thursday,Technical Concepts Review,False,0,0,
15,Month 4,Friday,Technical Concepts Review,False,0,0,
15,Month 4,Saturday,Technical Concepts Review,False,0,0,
15,Month 4,Sunday,Technical Concepts Review,False,0,0,
15,Month 4,Monday,Formula Practice,False,0,0,
15,Month 4,Tuesday,Formula Practice,False,0,0,
15,Month 4,Wednesday,Formula Practice,False,0,0,
15,Month 4,Thursday,Formula Practice,False,0,0,
15,Month 4,Friday,Formula Practice,False,0,0,
15,Month 4,Saturday,Formula Practice,False,0,0,
15,Month 4,Sunday,Formula Practice,False,0,0,
15,Month 4,Monday,Professional Reading,False,0,0,
15,Month 4,Tuesday,Professional Reading,False,0,0,
15,Month 4,Wednesday,Professional Reading,False,0,0,
15,Month 4,Thursday,Professional Reading,False,0,0,
15,Month 4,Friday,Professional Reading,False,0,0,
15,Month 4,Saturday,Professional Reading,False,0,0,
15,Month 4,Sunday,Professional Reading,False,0,0,
16,Month 4,Monday,Morning Market News (30 min),False,0,0,
16,Month 4,Tuesday,Morning Market News (30 min),False,0,0,
16,Month 4,Wednesday,Morning Market News (30 min),False,0,0,
16,Month 4,Thursday,Morning Market News (30 min),False,0,0,
16,Month 4,Friday,Morning Market News (30 min),False,0,0,
16,Month 4,Saturday,Morning Market News (30 min),False,0,0,
16,Month 4,Sunday,Morning Market News (30 min),False,0,0,
16,Month 4,Monday,WQU Project Work (1 hour),False,0,0,
16,Month 4,Tuesday,WQU Project Work (1 hour),False,0,0,
16,Month 4,Wednesday,WQU Project Work (1 hour),False,0,0,
16,Month 4,Thursday,WQU Project Work (1 hour),False,0,0,
